
iter,llc_rd,llc_wr,mem_rd,mem_wr,decision,token
889,9,2,1,0,R,29160
890,29,17,7,0,H,-131680
891,6,3,2,0,-,-31920
892,0,0,0,0,R,140080
893,32,12,8,0,H,-56880
894,6,2,1,0,R,49000
895,31,14,7,0,H,-131840
896,4,3,1,0,-,-5960
897,0,0,0,0,R,166040
898,29,17,8,0,H,-920
899,6,3,0,0,R,111080
900,31,14,8,0,H,-75880
901,4,2,2,0,R,43880
902,29,18,6,0,H,-110840
903,9,5,1,0,-,-34960
904,0,0,0,0,R,137040
905,27,18,6,0,-,2320
906,35,25,9,0,H,-230760
907,9,3,2,0,-,-161000
908,0,0,0,0,R,11000
909,33,11,8,0,H,-195960
910,8,5,2,0,-,-116200
911,0,0,0,0,R,55800
912,30,16,7,0,H,-115040
913,5,3,0,0,R,6960
914,31,14,8,0,H,-180000
915,6,2,2,0,-,-80240
916,0,0,0,0,R,91760
917,30,16,7,0,H,-79080
918,7,3,0,0,R,22920
919,31,14,8,0,H,-164040
920,7,4,2,0,-,-74280
921,0,0,0,0,R,97720
922,28,16,6,0,H,-47000
923,6,4,2,0,R,52760
924,31,13,8,0,H,-134200
925,7,3,1,0,-,-38320
926,0,0,0,0,R,133680
927,29,17,7,0,H,-27160
928,5,3,2,0,R,82600
929,30,17,7,0,H,-88240
930,5,4,0,0,R,33760
931,30,16,8,0,H,-143200
932,5,2,1,0,-,-27320
933,0,0,0,0,R,144680
934,29,17,7,0,H,-16160
935,7,4,2,0,R,73600
936,30,16,8,0,H,-103360
937,6,3,1,0,R,2520
938,28,16,7,0,H,-148320
939,7,3,1,0,-,-52440
940,0,0,0,0,R,119560
941,29,17,7,0,H,-41280
942,5,1,2,0,R,68480
943,31,15,8,0,H,-118480
944,6,4,0,0,-,-6480
945,0,0,0,0,R,165520
946,31,13,8,0,H,-21440
947,5,2,2,0,R,88320
948,33,11,8,0,H,-118640
949,7,3,2,0,-,-28880
950,0,0,0,0,R,143120
951,32,12,8,0,H,-53840
952,5,3,1,0,R,62040
953,31,14,7,0,H,-118800
954,6,3,1,0,-,-12920
955,0,0,0,0,R,159080
956,27,19,6,0,-,24360
957,38,19,10,0,H,-244840
958,7,3,2,0,-,-155080
959,0,0,0,0,R,16920
960,29,18,6,0,H,-137800
961,6,4,1,0,-,-31920
962,0,0,0,0,R,140080
963,31,14,8,0,H,-46880
964,5,1,1,0,R,69000
965,31,15,7,0,H,-111840
966,6,3,2,0,-,-12080
967,0,0,0,0,R,159920
968,30,16,8,0,H,-17040
969,6,1,1,0,R,88840
970,31,14,7,0,H,-92000
971,7,3,1,0,R,3880
972,30,15,7,0,H,-166960
973,5,2,1,0,-,-51080
974,0,0,0,0,R,120920
975,28,19,7,0,H,-29920
976,7,5,0,0,R,72080
977,31,14,8,0,H,-114880
978,5,1,2,0,-,-5120
979,0,0,0,0,R,166880
980,30,16,7,0,H,-3960
981,7,3,0,0,R,98040
982,28,18,8,0,H,-58920
983,5,1,1,0,R,56960
984,31,15,7,0,H,-123880
985,6,2,2,0,-,-24120
986,0,0,0,0,R,147880
987,30,15,8,0,H,-29080
988,5,4,1,0,R,86800
989,31,14,7,0,H,-94040
990,6,5,1,0,R,11840
991,27,18,6,0,H,-122880
992,8,5,2,0,-,-43120
993,0,0,0,0,R,128880
994,30,15,8,0,H,-48080
995,8,4,1,0,R,37800
996,30,16,7,0,H,-133040
997,4,2,2,0,-,-13280
998,0,0,0,0,R,158720
999,31,14,8,0,H,-28240
1000,7,3,1,0,R,67640
1001,31,15,7,0,H,-113200
1002,5,3,2,0,-,-3440
1003,0,0,0,0,R,168560
1004,30,15,8,0,H,-8400
1005,6,2,1,0,R,97480
1006,30,16,7,0,H,-73360
1007,5,2,2,0,R,36400
1008,27,17,6,0,H,-98320
1009,8,5,1,0,-,-12440
1010,0,0,0,0,R,159560
1011,29,17,8,0,H,-7400
1012,5,3,0,0,R,114600
1013,30,15,8,0,H,-62360
1014,6,0,2,0,R,37400
1015,29,18,6,0,H,-117320
1016,4,4,1,0,R,8560
1017,29,17,8,0,H,-158400
1018,7,3,1,0,-,-62520
1019,0,0,0,0,R,109480
1020,31,15,7,0,H,-71360
1021,4,3,1,0,R,54520
1022,29,17,8,0,H,-112440
1023,6,3,0,0,-,-440
1024,0,0,0,0,R,171560
1025,29,15,7,0,-,10720
1026,38,21,8,0,H,-246240
1027,4,4,1,0,-,-120360
1028,0,0,0,0,R,51640
1029,29,17,8,1,H,-119720
1030,8,3,0,0,-,-27720
1031,0,0,0,0,R,144280
1032,30,16,8,0,H,-32680
1033,6,3,2,0,R,67080
1034,31,15,7,0,H,-113760
1035,6,2,0,0,-,-1760
1036,0,0,0,0,R,170240
1037,27,20,8,0,-,23280
1038,39,19,10,0,H,-255920
1039,7,2,1,0,-,-160040
1040,0,0,0,0,R,11960
1041,30,16,7,0,H,-158880
1042,5,1,1,0,-,-43000
1043,0,0,0,0,R,129000
1044,30,14,7,0,H,-41840
1045,3,2,2,0,R,87920
1046,30,16,7,0,H,-82920
1047,7,5,0,0,R,19080
1048,31,13,8,0,H,-167880
1049,4,1,2,0,-,-48120
1050,0,0,0,0,R,123880
1051,31,14,8,0,H,-63080
1052,7,5,1,0,R,32800
1053,32,12,8,0,H,-164160
1054,5,0,0,0,-,-42160
1055,0,0,0,0,R,129840
1056,30,16,8,0,H,-47120
1057,7,2,2,0,R,42640
1058,29,18,6,0,H,-112080
1059,4,2,1,0,R,13800
1060,29,15,7,0,H,-147040
1061,7,3,0,0,-,-45040
1062,0,0,0,0,R,126960
1063,29,17,8,0,H,-40000
1064,7,2,2,0,R,49760
1065,31,15,8,0,H,-137200
1066,6,3,0,0,-,-25200
1067,0,0,0,0,R,146800
1068,30,16,8,0,H,-30160
1069,6,3,2,0,R,69600
1070,31,14,8,0,H,-117360
1071,7,4,0,0,-,-15360
1072,0,0,0,0,R,156640
1073,29,17,8,0,H,-10320
1074,6,4,2,0,R,89440
1075,29,18,6,0,H,-65280
1076,5,2,1,0,R,50600
1077,28,16,7,1,H,-104640
1078,9,2,2,0,-,-34880
1079,0,0,0,0,R,137120
1080,30,16,8,0,H,-39840
1081,6,3,1,0,R,66040
1082,29,18,7,0,H,-94800
1083,6,4,2,0,R,4960
1084,31,14,8,0,H,-182000
1085,6,3,0,0,-,-70000
1086,0,0,0,0,R,102000
1087,30,15,8,0,H,-74960
1088,5,4,2,0,R,34800
1089,30,17,7,0,H,-136040
1090,7,4,0,0,-,-34040
1091,0,0,0,0,R,137960
1092,30,16,8,0,H,-39000
1093,9,4,2,0,R,30760
1094,30,13,6,0,H,-133960
1095,5,4,2,0,-,-24200
1096,0,0,0,0,R,147800
1097,30,15,8,0,H,-29160
1098,7,4,1,0,R,66720
1099,28,20,7,0,H,-84120
1100,7,4,2,0,R,5640
1101,31,15,7,0,H,-175200
1102,5,1,0,0,-,-53200
1103,0,0,0,0,R,118800
1104,30,15,8,0,H,-58160
1105,6,2,2,0,R,41600
1106,29,18,6,0,H,-113120
1107,4,2,1,0,R,12760
1108,33,11,8,0,H,-194200
1109,7,3,2,0,-,-104440
1110,0,0,0,0,R,67560
1111,31,13,7,1,H,-117680
1112,6,5,1,0,-,-11800
1113,0,0,0,0,R,160200
1114,29,14,8,4,H,-24360
1115,7,4,1,1,R,67120
1116,29,15,7,3,H,-106920
1117,5,3,2,1,-,-1560
1118,0,0,0,0,R,170440
1119,29,16,6,3,-,2520
1120,37,20,9,4,H,-268160
1121,7,3,2,1,-,-182800
1122,0,0,0,0,-,-10800
1123,0,0,0,0,R,161200
1124,28,19,6,3,-,3280
1125,35,21,10,5,H,-257920
1126,6,3,1,1,-,-156440
1127,0,0,0,0,R,15560
1128,30,14,7,3,H,-168480
1129,7,5,2,1,-,-83120
1130,0,0,0,0,R,88880
1131,29,11,8,2,H,-86880
1132,6,2,1,1,R,14600
1133,27,19,7,3,H,-139440
1134,10,4,2,1,-,-84080
1135,0,0,0,0,R,87920
1136,29,16,6,3,H,-80000
1137,6,5,1,0,R,25880
1138,29,14,8,4,H,-158680
1139,5,3,0,0,-,-36680
1140,0,0,0,0,R,135320
1141,31,12,8,4,H,-69240
1142,5,2,2,1,R,36120
1143,30,14,7,4,H,-152320
1144,7,4,0,0,-,-50320
1145,0,0,0,0,R,121680
1146,29,14,8,4,H,-62880
1147,7,4,2,1,R,22480
1148,28,15,6,3,H,-135440
1149,5,3,2,1,-,-30080
1150,0,0,0,0,R,141920
1151,30,16,6,3,H,-36000
1152,4,2,1,0,R,89880
1153,28,17,7,4,H,-78560
1154,7,4,0,0,R,23440
1155,28,16,8,4,H,-151120
1156,5,3,1,1,-,-39640
1157,0,0,0,0,R,132360
1158,28,18,7,3,H,-31680
1159,6,3,2,1,R,63680
1160,29,16,6,3,H,-104240
1161,4,1,1,0,R,21640
1162,28,17,7,4,H,-146800
1163,8,5,0,0,-,-54800
1164,0,0,0,0,R,117200
1165,29,15,8,4,H,-67360
1166,7,2,1,1,R,24120
1167,27,16,7,3,H,-129920
1168,9,5,2,1,-,-64560
1169,0,0,0,0,R,107440
1170,29,17,6,3,H,-60480
1171,4,2,1,0,R,65400
1172,28,18,7,4,H,-103040
1173,7,4,0,0,-,-1040
1174,0,0,0,0,R,170960
1175,30,13,8,4,H,-23600
1176,5,2,2,1,R,81760
1177,29,17,6,3,H,-86160
1178,6,3,2,0,R,13600
1179,31,12,8,4,H,-190960
1180,5,4,1,1,-,-79480
1181,0,0,0,0,R,92520
1182,31,13,7,3,H,-101520
1183,9,3,2,0,-,-31760
1184,0,0,0,0,R,140240
1185,28,15,6,3,H,-17680
1186,5,3,1,0,R,98200
1187,27,20,6,4,H,-54120
1188,7,5,2,0,R,35640
1189,28,16,7,6,H,-141600
1190,6,2,0,0,-,-29600
1191,0,0,0,0,R,142400
1192,26,20,7,4,H,-6040
1193,7,4,0,0,R,95960
1194,28,16,8,5,H,-83000
1195,5,2,1,1,R,28480
1196,30,14,7,3,H,-155560
1197,6,0,2,1,-,-60200
1198,0,0,0,0,R,111800
1199,28,17,7,4,H,-56640
1200,6,1,0,0,R,55360
1201,28,16,8,4,H,-119200
1202,8,3,1,1,-,-37720
1203,0,0,0,0,R,134280
1204,27,16,7,3,H,-19760
1205,5,1,1,1,R,91720
1206,29,16,7,3,H,-82320
1207,6,4,2,1,R,13040
1208,31,12,8,4,H,-191520
1209,5,2,0,0,-,-69520
1210,0,0,0,0,R,102480
1211,29,15,8,4,H,-82080
1212,6,3,1,1,R,19400
1213,31,12,7,3,H,-174640
1214,4,2,1,0,-,-48760
1215,0,0,0,0,R,123240
1216,30,13,8,4,H,-71320
1217,6,2,1,1,R,30160
1218,28,17,7,3,H,-133880
1219,5,1,2,1,-,-28520
1220,0,0,0,0,R,143480
1221,30,12,6,3,H,-34440
1222,6,3,2,1,R,60920
1223,28,18,6,3,H,-97000
1224,5,2,2,0,R,12760
1225,29,15,8,4,H,-171800
1226,5,3,0,0,-,-49800
1227,0,0,0,0,R,122200
1228,30,12,8,4,H,-72360
1229,5,2,2,1,R,33000
1230,31,13,7,4,H,-165440
1231,7,3,0,0,-,-63440
1232,0,0,0,0,R,108560
1233,29,14,8,4,H,-76000
1234,6,2,2,1,R,19360
1235,31,11,8,3,H,-180800
1236,7,6,1,1,-,-89320
1237,0,0,0,0,R,82680
1238,29,12,7,3,H,-91360
1239,6,2,2,1,R,4000
1240,28,18,6,3,H,-153920
1241,5,3,2,1,-,-48560
1242,0,0,0,0,R,123440
1243,29,17,6,3,H,-44480
1244,6,3,1,0,R,61400
1245,29,14,8,4,H,-123160
1246,8,3,1,1,-,-41680
1247,0,0,0,0,R,130320
1248,32,11,7,4,H,-78120
1249,6,1,1,0,R,27760
1250,29,14,8,4,H,-156800
1251,7,5,2,1,-,-71440
1252,0,0,0,0,R,100560
1253,32,9,8,4,H,-114000
1254,5,3,1,1,-,-2520
1255,0,0,0,0,R,169480
1256,31,13,7,3,H,-24560
1257,4,2,0,0,R,107440
1258,29,16,7,3,H,-66600
1259,5,1,2,1,R,38760
1260,31,11,8,4,H,-165800
1261,5,2,0,0,-,-43800
1262,0,0,0,0,R,128200
1263,29,14,8,4,H,-56360
1264,4,3,1,1,R,65120
1265,32,11,7,4,H,-143320
1266,7,3,1,0,-,-47440
1267,0,0,0,0,R,124560
1268,29,15,8,4,H,-60000
1269,4,3,1,1,R,61480
1270,31,13,7,3,H,-132560
1271,6,5,1,0,-,-26680
1272,0,0,0,0,R,145320
1273,29,15,8,4,H,-39240
1274,7,2,0,0,R,62760
1275,27,16,7,4,H,-95680
1276,7,4,0,0,R,6320
1277,28,16,8,4,H,-168240
1278,7,4,1,1,-,-76760
1279,0,0,0,0,R,95240
1280,30,15,7,3,H,-88800
1281,5,1,2,1,R,16560
1282,29,16,6,3,H,-151360
1283,4,2,1,0,-,-25480
1284,0,0,0,0,R,146520
1285,29,16,7,4,H,-31920
1286,6,3,0,0,R,80080
1287,28,16,8,4,H,-94480
1288,6,3,1,1,R,7000
1289,28,17,7,3,H,-157040
1290,6,3,1,0,-,-51160
1291,0,0,0,0,R,120840
1292,30,17,5,2,H,-46560
1293,5,2,1,0,R,69320
1294,29,15,8,4,H,-115240
1295,6,1,0,0,-,-3240
1296,0,0,0,0,R,168760
1297,27,19,8,4,-,4200
1298,39,18,8,4,H,-280360
1299,6,4,1,0,-,-174480
1300,0,0,0,0,-,-2480
1301,0,0,0,0,R,169520
1302,31,12,8,4,H,-35040
1303,5,2,1,1,R,76440
1304,30,14,7,3,H,-107600
1305,5,2,2,1,-,-2240
1306,0,0,0,0,R,169760
1307,30,13,8,4,H,-24800
1308,6,2,1,1,R,76680
1309,29,16,7,3,H,-97360
1310,4,3,2,1,R,18000
1311,28,14,6,3,H,-139920
1312,7,5,2,1,-,-54560
1313,0,0,0,0,R,117440
1314,29,16,6,3,H,-50480
1315,5,2,1,0,R,65400
1316,29,14,8,4,H,-119160
1317,5,3,0,0,R,2840
1318,28,16,8,4,H,-171720
1319,5,1,1,1,-,-60240
1320,0,0,0,0,R,111760
1321,28,17,7,3,H,-52280
1322,6,3,2,1,R,43080
1323,29,17,6,3,H,-124840
1324,4,3,1,0,R,1040
1325,29,14,8,4,H,-183520
1326,8,5,1,1,-,-102040
1327,0,0,0,0,R,69960
1328,26,17,7,3,H,-74080
1329,6,2,1,1,R,27400
1330,30,15,7,3,H,-156640
1331,7,4,2,1,-,-71280
1332,0,0,0,0,R,100720
1333,30,14,7,4,H,-87720
1334,5,2,0,0,R,34280
1335,28,16,8,4,H,-140280
1336,7,4,1,1,-,-48800
1337,0,0,0,0,R,123200
1338,29,16,7,3,H,-50840
1339,4,2,2,1,R,64520
1340,30,14,7,4,H,-123920
1341,6,3,0,0,-,-11920
1342,0,0,0,0,R,160080
1343,30,13,8,4,H,-34480
1344,5,2,2,1,R,70880
1345,30,14,7,4,H,-117560
1346,8,5,0,0,-,-25560
1347,0,0,0,0,R,146440
1348,28,14,7,4,H,-22000
1349,5,2,0,0,R,100000
1350,27,18,8,4,H,-64560
1351,6,4,0,0,R,47440
1352,29,14,8,4,H,-137120
1353,4,3,1,1,-,-15640
1354,0,0,0,0,R,156360
1355,31,12,7,3,H,-37680
1356,7,4,1,0,R,58200
1357,31,11,8,4,H,-146360
1358,4,1,2,1,-,-31000
1359,0,0,0,0,R,141000
1360,31,13,7,4,H,-57440
1361,6,3,0,0,R,54560
1362,29,14,8,4,H,-130000
1363,5,3,1,1,-,-18520
1364,0,0,0,0,R,153480
1365,29,12,7,3,H,-20560
1366,7,4,2,1,R,64800
1367,28,18,6,3,H,-93120
1368,6,2,2,1,R,2240
1369,29,17,6,3,H,-165680
1370,7,3,2,0,-,-75920
1371,0,0,0,0,R,96080
1372,29,15,8,4,H,-88480
1373,6,3,1,1,R,13000
1374,30,15,7,3,H,-171040
1375,5,1,2,1,-,-65680
1376,0,0,0,0,R,106320
1377,29,17,6,3,H,-61600
1378,4,2,1,0,R,64280
1379,29,15,8,4,H,-120280
1380,5,3,0,0,R,1720
1381,28,16,8,4,H,-172840
1382,6,4,1,1,-,-71360
1383,0,0,0,0,R,100640
1384,28,14,7,3,H,-63400
1385,6,2,1,1,R,38080
1386,28,17,7,3,H,-125960
1387,5,4,2,1,-,-20600
1388,0,0,0,0,R,151400
1389,29,16,6,3,H,-16520
1390,7,5,1,0,R,79360
1391,31,12,8,4,H,-125200
1392,6,1,1,1,-,-23720
1393,0,0,0,0,R,148280
1394,28,17,7,3,H,-15760
1395,6,4,2,1,R,79600
1396,30,14,7,4,H,-108840
1397,5,0,0,0,R,13160
1398,27,17,8,4,H,-151400
1399,7,6,1,1,-,-59920
1400,0,0,0,0,R,112080
1401,27,15,7,3,H,-41960
1402,7,3,2,1,R,43400
1403,30,16,6,3,H,-134520
1404,6,4,1,0,-,-28640
1405,0,0,0,0,R,143360
1406,30,13,8,4,H,-51200
1407,5,3,1,1,R,60280
1408,31,12,7,3,H,-133760
1409,6,1,1,0,-,-27880
1410,0,0,0,0,R,144120
1411,31,12,8,4,H,-60440
1412,5,1,2,1,R,44920
1413,29,17,6,3,H,-123000
1414,6,5,2,1,-,-27640
1415,0,0,0,0,R,144360
1416,29,15,8,4,H,-40200
1417,6,4,0,0,R,71800
1418,27,15,7,4,H,-86640
1419,9,3,1,1,-,-15160
1420,0,0,0,0,R,156840
1421,31,13,7,3,H,-37200
1422,5,2,1,0,R,78680
1423,29,16,7,4,H,-99760
1424,8,3,1,1,-,-18280
1425,0,0,0,0,R,153720
1426,29,15,7,3,H,-20320
1427,5,3,2,1,R,85040
1428,31,13,7,4,H,-113400
1429,7,6,0,0,-,-11400
1430,0,0,0,0,R,160600
1431,29,15,8,4,H,-23960
1432,6,3,2,1,R,71400
1433,29,17,6,3,H,-96520
1434,5,4,1,0,R,19360
1435,29,15,8,4,H,-165200
1436,5,2,0,0,-,-43200
1437,0,0,0,0,R,128800
1438,27,17,6,3,H,-19120
1439,6,4,2,0,R,80640
1440,29,16,7,4,H,-97800
1441,6,3,0,0,R,14200
1442,30,13,8,4,H,-180360
1443,6,2,2,1,-,-85000
1444,0,0,0,0,R,87000
1445,31,13,7,4,H,-111440
1446,5,2,0,0,R,10560
1447,27,17,8,4,H,-154000
1448,6,2,0,0,-,-42000
1449,0,0,0,0,R,130000
1450,28,16,8,4,H,-44560
1451,5,3,1,1,R,66920
1452,30,14,7,3,H,-117120
1453,6,2,2,0,-,-17360
1454,0,0,0,0,R,154640
1455,28,15,6,3,H,-3280
1456,4,2,1,0,R,122600
1457,30,13,8,4,H,-71960
1458,7,4,1,1,R,19520
1459,28,18,7,3,H,-144520
1460,7,3,2,1,-,-59160
1461,0,0,0,0,R,112840
1462,29,16,6,3,H,-55080
1463,8,0,1,0,R,30800
1464,29,14,8,4,H,-153760
1465,5,3,2,1,-,-48400
1466,0,0,0,0,R,123600
1467,28,18,6,3,H,-34320
1468,5,3,2,1,R,71040
1469,28,19,6,3,H,-86880
1470,5,2,2,1,R,18480
1471,30,15,6,4,H,-163840
1472,7,2,1,0,-,-67960
1473,0,0,0,0,R,104040
1474,28,12,8,4,H,-70520
1475,5,2,1,1,R,40960
1476,29,15,7,3,H,-133080
1477,4,3,2,1,-,-17720
1478,0,0,0,0,R,154280
1479,29,16,6,3,H,-13640
1480,4,3,1,0,R,112240
1481,29,15,8,4,H,-72320
1482,6,2,0,0,R,39680
1483,28,16,8,4,H,-134880
1484,5,2,1,1,-,-23400
1485,0,0,0,0,R,148600
1486,29,16,7,3,H,-25440
1487,6,1,2,1,R,69920
1488,30,16,6,3,H,-108000
1489,5,2,1,0,R,7880
1490,27,16,6,3,H,-140040
1491,6,4,2,1,-,-44680
1492,0,0,0,0,R,127320
1493,30,14,7,4,H,-61120
1494,6,4,0,0,R,50880
1495,29,14,8,4,H,-133680
1496,7,3,2,1,-,-48320
1497,0,0,0,0,R,123680
1498,29,16,6,3,H,-44240
1499,4,3,1,0,R,81640
1500,29,15,8,4,H,-102920
1501,6,3,0,0,R,9080
1502,27,17,8,4,H,-155480
1503,4,2,0,0,-,-23480
1504,0,0,0,0,R,148520
1505,31,11,8,4,H,-56040
1506,6,4,2,1,R,39320
1507,27,20,6,3,H,-108600
1508,6,3,2,1,-,-13240
1509,0,0,0,0,R,158760
1510,29,14,6,3,H,-9160
1511,6,1,2,1,R,86200
1512,30,14,7,4,H,-102240
1513,5,1,0,0,R,19760
1514,29,15,8,4,H,-164800
1515,6,3,1,1,-,-63320
1516,0,0,0,0,R,108680
1517,28,17,7,3,H,-55360
1518,5,2,2,1,R,50000
1519,29,16,6,3,H,-117920
1520,5,2,1,0,-,-2040
1521,0,0,0,0,R,169960
1522,28,17,7,4,-,1520
1523,39,17,9,4,H,-289160
1524,4,3,2,0,-,-169400
1525,0,0,0,0,R,2600
1526,27,16,6,3,H,-145320
1527,8,3,2,1,-,-69960
1528,0,0,0,0,R,102040
1529,29,14,8,4,H,-82520
1530,7,2,1,1,R,8960
1531,31,12,7,3,H,-185080
1532,7,4,1,0,-,-89200
1533,0,0,0,0,R,82800
1534,29,16,7,4,H,-95640
1535,5,2,0,0,R,26360
1536,30,13,8,4,H,-168200
1537,6,4,2,1,-,-72840
1538,0,0,0,0,R,99160
1539,28,18,6,3,H,-58760
1540,5,2,2,0,R,51000
1541,29,16,7,4,H,-127440
1542,6,4,0,0,-,-15440
1543,0,0,0,0,R,156560
1544,27,17,8,4,H,-8000
1545,8,2,1,1,R,73480
1546,29,12,7,3,H,-100560
1547,7,4,2,1,-,-15200
1548,0,0,0,0,R,156800
1549,29,17,6,3,H,-11120
1550,5,0,2,0,R,98640
1551,29,14,8,4,H,-85920
1552,8,1,1,1,-,-4440
1553,0,0,0,0,R,167560
1554,29,16,7,3,H,-6480
1555,4,4,2,1,R,108880
1556,30,14,7,4,H,-79560
1557,6,4,0,0,R,32440
1558,30,13,8,4,H,-162120
1559,5,2,2,1,-,-56760
1560,0,0,0,0,R,115240
1561,30,14,7,4,H,-73200
1562,7,3,0,0,R,28800
1563,27,15,7,4,H,-129640
1564,7,2,1,0,-,-33760
1565,0,0,0,0,R,138240
1566,30,13,8,4,H,-56320
1567,9,6,2,1,R,9040
1568,29,17,6,3,H,-158880
1569,4,2,1,0,-,-33000
1570,0,0,0,0,R,139000
1571,28,18,7,4,H,-29440
1572,6,3,1,0,R,76440
1573,30,13,8,4,H,-118120
1574,5,4,1,1,-,-6640
1575,0,0,0,0,R,165360
1576,29,16,7,3,H,-8680
1577,5,2,2,1,R,96680
1578,29,17,6,3,H,-71240
1579,5,4,1,0,R,44640
1580,28,13,7,4,H,-123800
1581,6,3,0,0,-,-11800
1582,0,0,0,0,R,160200
1583,30,13,8,4,H,-34360
1584,7,4,2,1,R,51000
1585,29,16,6,3,H,-116920
1586,7,4,1,0,-,-21040
1587,0,0,0,0,R,150960
1588,29,16,7,4,H,-27480
1589,6,2,0,0,R,84520
1590,27,19,8,4,H,-80040
1591,5,2,0,0,R,41960
1592,30,13,8,4,H,-152600
1593,5,0,2,1,-,-47240
1594,0,0,0,0,R,124760
1595,30,16,6,3,H,-53160
1596,6,5,1,0,R,52720
1597,28,17,7,4,H,-115720
1598,6,5,0,0,-,-3720
1599,0,0,0,0,R,168280
1600,29,12,8,4,H,-16280
1601,6,5,0,0,R,95720
1602,30,13,8,4,H,-98840
1603,7,1,2,1,-,-13480
1604,0,0,0,0,R,158520
1605,31,12,8,5,H,-50440
1606,7,3,0,0,R,51560
1607,31,12,8,4,H,-153000
1608,4,3,2,1,-,-37640
1609,0,0,0,0,R,134360
1610,31,12,8,4,H,-70200
1611,7,2,1,1,R,21280
1612,29,16,7,3,H,-152760
1613,4,4,2,1,-,-37400
1614,0,0,0,0,R,134600
1615,29,17,6,3,H,-33320
1616,8,4,1,0,R,52560
1617,27,16,6,3,H,-95360
1618,3,2,2,1,R,30000
1619,28,18,6,3,H,-127920
1620,8,3,2,0,-,-48160
1621,0,0,0,0,R,123840
1622,29,14,8,4,H,-60720
1623,7,3,1,1,R,30760
1624,28,17,7,3,H,-133280
1625,7,2,2,1,-,-47920
1626,0,0,0,0,R,124080
1627,29,17,6,3,H,-43840
1628,4,2,1,0,R,82040
1629,28,17,7,4,H,-86400
1630,6,3,0,0,R,25600
1631,29,15,8,4,H,-158960
1632,7,1,2,1,-,-73600
1633,0,0,0,0,R,98400
1634,29,16,6,3,H,-69520
1635,9,5,1,0,R,6360
1636,27,15,7,4,H,-152080
1637,6,3,0,0,-,-40080
1638,0,0,0,0,R,131920
1639,29,15,8,4,H,-52640
1640,9,4,2,1,R,12720
1641,29,17,6,3,H,-155200
1642,4,4,1,0,-,-29320
1643,0,0,0,0,R,142680
1644,28,18,6,4,H,-19640
1645,8,4,1,0,R,66240
1646,29,14,8,4,H,-118320
1647,4,2,1,1,R,3160
1648,29,16,7,3,H,-170880
1649,5,3,2,1,-,-65520
1650,0,0,0,0,R,106480
1651,29,17,6,3,H,-61440
1652,4,2,1,0,R,64440
1653,28,13,7,4,H,-104000
1654,5,2,1,0,R,11880
1655,28,19,6,3,H,-146040
1656,5,4,1,0,-,-30160
1657,0,0,0,0,R,141840
1658,29,16,7,4,H,-36600
1659,6,4,0,0,R,75400
1660,29,14,8,4,H,-109160
1661,6,4,2,1,-,-13800
1662,0,0,0,0,R,158200
1663,30,14,7,4,H,-30240
1664,7,4,0,0,R,71760
1665,31,12,8,4,H,-132800
1666,5,2,2,1,-,-27440
1667,0,0,0,0,R,144560
1668,30,14,7,4,H,-43880
1669,7,6,0,0,R,58120
1670,28,16,8,4,H,-116440
1671,6,4,1,1,-,-14960
1672,0,0,0,0,R,157040
1673,28,14,7,3,H,-7000
1674,6,4,1,1,R,94480
1675,28,18,7,3,H,-69560
1676,9,4,2,1,-,-4200
1677,0,0,0,0,R,167800
1678,30,14,7,4,H,-20640
1679,7,4,0,0,R,81360
1680,28,16,8,4,H,-93200
1681,5,2,1,1,R,18280
1682,31,12,7,3,H,-175760
1683,6,3,1,0,-,-69880
1684,0,0,0,0,R,102120
1685,28,16,7,4,H,-66320
1686,5,2,0,0,R,55680
1687,29,14,8,4,H,-128880
1688,7,2,2,1,-,-43520
1689,0,0,0,0,R,128480
1690,28,14,6,3,H,-29440
1691,3,1,2,1,R,95920
1692,29,17,6,3,H,-72000
1693,9,5,2,0,-,-2240
1694,0,0,0,0,R,169760
1695,28,17,7,4,-,1320
1696,39,14,9,5,H,-293760
1697,6,3,0,0,-,-181760
1698,0,0,0,0,-,-9760
1699,0,0,0,0,R,162240
1700,29,15,8,4,H,-22320
1701,8,2,2,1,R,53040
1702,31,13,7,4,H,-145400
1703,5,2,0,0,-,-23400
1704,0,0,0,0,R,148600
1705,28,17,8,4,H,-25960
1706,7,4,1,1,R,65520
1707,28,15,7,3,H,-98520
1708,6,2,0,0,R,13480
1709,32,11,8,3,H,-196680
1710,6,4,2,1,-,-101320
1711,0,0,0,0,R,70680
1712,30,14,7,4,H,-117760
1713,5,3,0,0,R,4240
1714,29,15,8,4,H,-180320
1715,6,5,1,1,-,-78840
1716,0,0,0,0,R,93160
1717,31,13,7,3,H,-100880
1718,5,1,2,0,R,8880
1719,29,15,8,4,H,-175680
1720,8,1,1,1,-,-94200
1721,0,0,0,0,R,77800
1722,31,13,7,3,H,-116240
1723,5,3,1,0,-,-360
1724,0,0,0,0,R,171640
1725,31,12,8,4,H,-32920
1726,8,4,1,1,R,48560
1727,29,12,7,3,H,-125480
1728,6,1,2,1,-,-30120
1729,0,0,0,0,R,141880
1730,28,18,6,3,H,-16040
1731,4,3,2,1,R,99320
1732,29,17,6,3,H,-68600
1733,5,2,1,0,R,47280
1734,29,14,8,4,H,-137280
1735,7,3,1,1,-,-45800
1736,0,0,0,0,R,126200
